Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m)
2567,NS-216,North Star,Residential,Micro,Lowrise,Far,Close,8,7,1369,36,44,1290,264
2567,NS-232,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1619,19,23,1593,225
2567,NS-233,North Star,Residential,Micro,Lowrise,Far,Close,6,5,1654,26,32,1537,207
2567,NS-236,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1317,19,23,1289,293
2567,NS-473,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1610,16,20,1910,119
2567,NS-538,North Star,Residential,Micro,Lowrise,Far,Close,6,5,1604,25,31,1771,275
2567,NS-539,North Star,Residential,Micro,Lowrise,Far,Close,8,7,1670,35,43,1752,293
2567,NS-643,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1201,16,20,2157,160
2567,NS-652,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1209,18,22,2159,202
2567,NS-673,North Star,Residential,Micro,Lowrise,Far,Close,4,4,1643,20,24,2245,284
2567,NS-674,North Star,Residential,Micro,Lowrise,Far,Close,5,4,1302,20,25,2218,290
2567,NS-675,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1302,18,22,2194,290
2567,NS-676,North Star,Residential,Micro,Lowrise,Far,Close,7,5,1302,29,36,2170,292
2567,NS-677,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1273,18,22,2146,296
2567,NS-686,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1297,19,23,2245,295
2567,NS-696,North Star,Residential,Micro,Lowrise,Far,Close,5,4,1328,21,26,2257,293
2567,NS-706,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1391,18,22,2259,294
2567,NS-710,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1517,16,20,2264,297
2567,NS-723,North Star,Residential,Micro,Lowrise,Far,Close,7,6,1508,30,37,2266,297
2567,NS-725,North Star,Residential,Micro,Lowrise,Far,Close,5,4,1359,20,25,2280,292
2567,NS-817,North Star,Residential,Micro,Lowrise,Far,Close,6,5,1898,28,34,2322,205
2567,NS-818,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1962,16,20,2219,282
2567,NS-821,North Star,Residential,Micro,Lowrise,Far,Close,4,3,1920,19,23,2322,191
2567,NS-832,North Star,Residential,Micro,Lowrise,Far,Close,4,3,2022,17,21,2222,262
2567,NS-838,North Star,Residential,Micro,Lowrise,Far,Close,4,3,2024,17,21,2223,253
2567,NS-842,North Star,Residential,Micro,Lowrise,Far,Close,4,3,2026,18,22,2223,246
2567,NS-857,North Star,Residential,Micro,Lowrise,Far,Close,4,4,1646,20,24,2321,149
2567,NS-858,North Star,Residential,Micro,Lowrise,Far,Close,4,4,1884,20,24,2224,239
2567,NS-886,North Star,Residential,Micro,Lowrise,Far,Close,9,7,1732,37,46,2124,214
2567,NS-894,North Star,Residential,Micro,Lowrise,Far,Close,9,7,2059,36,45,2125,136
2567,NS-914,North Star,Residential,Micro,Lowrise,Far,Close,12,9,2196,49,61,1002,249
2615,TG-108,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,7,6,1348,30,37,4712,312
2615,TG-115,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1267,21,26,4355,569
2615,TG-116,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1298,16,20,4330,590
2615,TG-129,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1231,18,22,4363,539
2615,TG-130,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,4,1267,20,24,4338,561
2615,TG-135,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,4,1487,20,24,4342,539
2615,TG-139,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1657,24,29,4345,533
2615,TG-165,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1653,24,29,4354,521
2615,TG-182,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1847,22,27,4367,515
2615,TG-186,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1589,21,26,4534,347
2615,TG-187,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1638,23,28,4475,407
2615,TG-189,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,4,1846,20,24,4370,513
2615,TG-196,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1844,22,27,4374,512
2615,TG-200,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1589,16,20,4540,344
2615,TG-206,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1589,21,26,4546,342
2615,TG-218,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1641,16,20,4494,400
2615,TG-221,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,6,5,2188,25,31,4389,511
2615,TG-226,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,2266,16,20,4393,511
2615,TG-237,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1362,23,28,4383,535
2615,TG-263,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,10,8,1674,41,51,4587,303
2615,TG-271,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1876,21,26,4614,321
2615,TG-272,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1885,20,25,4568,332
2615,TG-281,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,7,5,1879,28,35,4595,353
2615,TG-291,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,2085,16,20,4434,458
2615,TG-292,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1766,22,27,4389,486
2615,TG-299,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,7,6,2070,31,38,4607,359
2615,TG-300,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,6,5,2089,27,33,4411,493
2615,TG-301,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,2041,16,20,4367,516
2615,TG-318,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,2104,23,28,4637,310
2615,TG-324,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,2092,18,22,4389,528
2615,TG-325,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,2041,16,20,4344,550
2615,TG-338,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,2098,21,26,4618,311
2615,TG-339,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,2115,16,20,4563,380
2615,TG-340,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,7,6,2040,32,39,4367,563
2615,TG-346,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,9,7,2116,36,45,4541,384
2615,TG-348,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,6,5,1964,26,32,4520,380
2615,TG-386,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1210,16,20,3994,574
2615,TG-389,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,2,2,1514,10,10,3977,560
2615,TG-397,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1665,16,20,4239,385
2615,TG-398,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1730,21,26,4223,396
2615,TG-399,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,8,6,1729,32,40,4207,408
2615,TG-400,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,9,7,1727,36,45,4191,421
2615,TG-402,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1544,16,20,4160,441
2615,TG-403,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1411,22,27,3968,541
2615,TG-405,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1409,17,21,3956,524
2615,TG-417,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,7,6,1408,30,37,3945,507
2615,TG-424,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,4,1258,20,24,3934,491
2615,TG-429,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1380,16,20,4129,362
2615,TG-431,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1428,16,20,4111,364
2615,TG-444,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1349,18,22,3559,591
2615,TG-460,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1896,21,26,3467,600
2615,TG-464,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1771,16,20,3455,584
2615,TG-469,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,7,5,1817,28,35,3622,406
2615,TG-471,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1778,18,22,3699,352
2615,TG-472,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1817,16,20,3673,369
2615,TG-487,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1311,16,20,3645,329
2615,TG-488,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1811,16,20,3562,365
2615,TG-489,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1775,20,25,3612,330
2615,TG-490,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1821,21,26,3588,346
2615,TG-494,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,2043,16,20,3131,593
2615,TG-506,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1712,16,20,3253,432
2615,TG-507,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1714,16,20,3227,449
2615,TG-508,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1716,16,20,3202,468
2615,TG-509,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1611,16,20,3177,484
2615,TG-519,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1570,16,20,2719,570
2615,TG-522,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1572,16,20,2705,551
2615,TG-529,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,4,1711,20,24,3216,380
2615,TG-530,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1702,22,27,3190,399
2615,TG-531,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1692,20,25,3165,415
2615,TG-532,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1578,16,20,3140,425
2615,TG-541,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1470,19,23,2678,512
2615,TG-546,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,5,4,1302,20,25,2156,454
2615,TG-557,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1541,16,20,2814,452
2615,TG-589,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1678,19,23,2732,322
2615,TG-591,Tranquility Gardens,Residential,Micro,Lowrise,Far,Medium,4,3,1487,16,20,2809,325
2690,NS-151,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1022,22,27,475,606
2690,NS-161,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1198,16,20,395,690
2690,NS-171,North Star,Residential,Nano,Lowrise,Medium,Far,3,2,945,14,17,479,623
2690,NS-183,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,918,15,18,541,603
2690,NS-184,North Star,Residential,Nano,Lowrise,Medium,Far,3,2,918,12,15,485,650
2690,NS-193,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,545,614
2690,NS-194,North Star,Residential,Nano,Lowrise,Medium,Far,2,2,949,10,12,488,661
2690,NS-205,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,543,626
2690,NS-206,North Star,Residential,Nano,Lowrise,Medium,Far,2,2,949,10,12,486,672
2690,NS-219,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,541,638
2690,NS-220,North Star,Residential,Nano,Lowrise,Medium,Far,2,2,949,10,12,484,683
2690,NS-229,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,540,651
2690,NS-230,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,949,16,20,483,695
2690,NS-240,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,905,15,18,539,663
2690,NS-241,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,877,16,20,482,707
2690,NS-246,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,919,15,18,540,699
2690,NS-271,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,539,713
2690,NS-282,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,538,727
2690,NS-283,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,949,16,20,481,767
2690,NS-292,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,538,742
2690,NS-293,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,949,20,24,481,781
2690,NS-320,North Star,Residential,Nano,Lowrise,Medium,Far,3,3,949,15,18,538,757
2690,NS-327,North Star,Residential,Nano,Lowrise,Medium,Far,6,5,877,28,34,481,809
2690,NS-362,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1007,16,20,485,862
2690,NS-363,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,897,17,21,467,873
2690,NS-401,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,875,23,28,556,863
2690,NS-402,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,982,17,21,539,873
2690,NS-403,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,982,21,26,520,884
2690,NS-404,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,982,22,27,502,895
2690,NS-405,North Star,Residential,Nano,Lowrise,Medium,Far,7,6,982,31,38,483,906
2690,NS-406,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,875,16,20,466,917
2690,NS-448,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,955,20,25,498,977
2690,NS-449,North Star,Residential,Nano,Lowrise,Medium,Far,6,4,955,24,30,479,987
2690,NS-450,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,990,21,26,409,1030
2690,NS-451,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1025,18,22,390,1041
2690,NS-452,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,1025,20,24,371,1053
2690,NS-453,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1025,17,21,352,1066
2690,NS-454,North Star,Residential,Nano,Lowrise,Medium,Far,8,7,918,36,44,315,1090
2690,NS-492,North Star,Residential,Nano,Lowrise,Medium,Far,10,8,875,40,50,559,999
2690,NS-493,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,974,18,22,541,1007
2690,NS-494,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,970,18,22,522,1017
2690,NS-496,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,942,20,25,465,1047
2690,NS-497,North Star,Residential,Nano,Lowrise,Medium,Far,11,9,1012,48,59,414,1075
2690,NS-498,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1046,17,21,395,1086
2690,NS-499,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1043,16,20,376,1097
2690,NS-501,North Star,Residential,Nano,Lowrise,Medium,Far,10,8,1039,41,51,338,1121
2690,NS-502,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,928,23,28,320,1132
2690,NS-513,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1031,22,27,538,1069
2690,NS-514,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1056,17,21,482,1096
2690,NS-529,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,1065,20,24,540,1086
2690,NS-531,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1054,16,20,414,1150
2690,NS-532,North Star,Residential,Nano,Lowrise,Medium,Far,6,5,1091,28,34,395,1160
2690,NS-533,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1091,23,28,376,1171
2690,NS-534,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,1091,20,24,357,1182
2690,NS-536,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,977,17,21,320,1204
2690,NS-542,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1065,16,20,542,1104
2690,NS-546,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1095,17,21,485,1148
2690,NS-560,North Star,Residential,Nano,Lowrise,Medium,Far,6,4,1065,24,30,541,1139
2690,NS-561,North Star,Residential,Nano,Lowrise,Medium,Far,8,6,1097,34,42,484,1165
2690,NS-562,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1088,17,21,395,1210
2690,NS-563,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,1085,20,24,376,1220
2690,NS-564,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1083,22,27,357,1231
2690,NS-565,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1081,18,22,338,1241
2690,NS-566,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,966,18,22,320,1252
2690,NS-567,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1015,24,29,541,1157
2690,NS-568,North Star,Residential,Nano,Lowrise,Medium,Far,8,6,1015,34,42,485,1182
2690,NS-579,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1031,22,27,545,1204
2690,NS-580,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1056,23,28,489,1228
2690,NS-589,North Star,Residential,Nano,Lowrise,Medium,Far,8,7,1065,36,44,546,1222
2690,NS-591,North Star,Residential,Nano,Lowrise,Medium,Far,9,7,987,36,45,419,1278
2690,NS-593,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,1021,20,24,381,1297
2690,NS-594,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,914,20,25,325,1326
2690,NS-597,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1065,16,20,546,1240
2690,NS-612,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1065,22,27,550,1277
2690,NS-613,North Star,Residential,Nano,Lowrise,Medium,Far,10,8,1097,42,52,495,1300
2690,NS-615,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1016,16,20,407,1341
2690,NS-616,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1009,23,28,369,1360
2690,NS-617,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1005,19,23,350,1370
2690,NS-618,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,897,20,25,332,1379
2690,NS-622,North Star,Residential,Nano,Lowrise,Medium,Far,8,7,1015,35,43,552,1294
2690,NS-623,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1015,17,21,496,1317
2690,NS-624,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,985,20,25,409,1403
2690,NS-636,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,977,18,22,573,1324
2690,NS-638,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1091,23,28,536,1347
2690,NS-640,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1060,17,21,479,1383
2690,NS-645,North Star,Residential,Nano,Lowrise,Medium,Far,6,5,993,27,33,351,1455
2690,NS-649,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1018,19,23,411,1399
2690,NS-650,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,993,20,25,351,1441
2690,NS-657,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,975,16,20,575,1277
2690,NS-658,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1082,20,25,537,1301
2690,NS-660,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1075,16,20,499,1326
2690,NS-661,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1052,23,28,480,1339
2690,NS-662,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1018,17,21,412,1385
2690,NS-743,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1049,16,20,537,1026
2690,NS-744,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,1049,20,24,518,1039
2690,NS-763,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,916,16,20,599,947
2690,NS-765,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1024,16,20,543,984
2690,NS-767,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1005,16,20,506,1009
2690,NS-774,North Star,Residential,Nano,Lowrise,Medium,Far,7,6,941,30,37,439,1005
2690,NS-775,North Star,Residential,Nano,Lowrise,Medium,Far,7,5,919,29,36,383,1048
2690,NS-793,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1049,21,26,442,981
2690,NS-794,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1024,19,23,386,1025
2690,NS-798,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1024,21,26,389,1014
2690,NS-815,North Star,Residential,Nano,Lowrise,Medium,Far,9,7,998,36,45,451,946
2690,NS-816,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,944,20,24,396,992
2690,NS-820,North Star,Residential,Nano,Lowrise,Medium,Far,7,6,1056,30,37,538,843
2690,NS-828,North Star,Residential,Nano,Lowrise,Medium,Far,4,4,1065,20,24,594,787
2690,NS-829,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1093,17,21,538,831
2690,NS-834,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1065,16,20,595,774
2690,NS-839,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1065,18,22,595,763
2690,NS-840,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1095,20,25,539,809
2690,NS-854,North Star,Residential,Nano,Lowrise,Medium,Far,5,4,1065,20,25,596,751
2690,NS-855,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1097,19,23,540,798
2690,NS-862,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,1015,16,20,598,740
2690,NS-863,North Star,Residential,Nano,Lowrise,Medium,Far,6,5,1015,27,33,542,788
2690,NS-864,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,585,16,20,313,975
2690,NS-878,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,601,18,22,311,954
2690,NS-885,North Star,Residential,Nano,Lowrise,Medium,Far,4,3,601,16,20,312,948
2808,HH-8,Haven Heights,Residential,Micro,Lowrise,Far,Close,11,9,1717,46,57,1041,125
2808,HH-11,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2355,16,20,1051,146
2808,HH-37,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2042,16,20,1679,124
2808,HH-50,Haven Heights,Residential,Micro,Lowrise,Far,Close,7,5,2282,28,35,1677,162
2808,HH-51,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2379,16,20,1619,123
2808,HH-65,Haven Heights,Residential,Micro,Lowrise,Far,Close,5,4,2286,22,27,1673,174
2808,HH-66,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2295,17,21,1614,153
2808,HH-67,Haven Heights,Residential,Micro,Lowrise,Far,Close,7,6,2290,30,37,1669,156
2808,HH-74,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1265,16,20,1660,148
2808,HH-75,Haven Heights,Residential,Micro,Lowrise,Far,Close,6,5,2297,25,31,1606,200
2808,HH-76,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2063,16,20,1263,229
2808,HH-77,Haven Heights,Residential,Micro,Lowrise,Far,Close,9,7,1708,37,46,1230,242
2808,HH-78,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1710,16,20,1201,256
2808,HH-79,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1712,16,20,1171,271
2808,HH-95,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1708,16,20,1254,287
2808,HH-96,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1701,16,20,1224,296
2808,HH-294,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2175,16,20,2044,210
2808,HH-317,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,4,1518,20,24,2898,123
2808,HH-318,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1428,16,20,2117,122
2808,HH-418,Haven Heights,Residential,Micro,Lowrise,Far,Close,8,7,1387,36,44,1782,187
2808,HH-427,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1425,16,20,1771,178
2808,HH-428,Haven Heights,Residential,Micro,Lowrise,Far,Close,7,6,1475,30,37,1706,242
2808,HH-457,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1388,16,20,1750,159
2808,HH-470,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1369,16,20,1739,147
2808,HH-488,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1326,16,20,1664,197
2808,HH-496,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2255,17,21,2325,178
2808,HH-500,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1290,16,20,2227,114
2808,HH-525,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1223,16,20,1608,156
2808,HH-526,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2369,16,20,1496,262
2808,HH-529,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,4,1596,20,24,1607,136
2808,HH-549,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,2103,16,20,2293,235
2808,HH-550,Haven Heights,Residential,Micro,Lowrise,Far,Close,7,6,2103,31,38,2174,165
2808,HH-561,Haven Heights,Residential,Micro,Lowrise,Far,Close,4,3,1584,16,20,1453,189
